ExcelFilePath,DICOMFilePath,PatientName,DICOMFileDate,ColumnName,FrameNumber,Value_dB
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_00.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0065,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,30.97
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_00.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0065,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,30.92
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_00.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0065,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,30.72
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_00.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0065,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,30.86
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_04.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0076,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,32.08
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_04.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0076,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,31.64
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_04.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0076,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,31.47
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_04.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0076,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,31.26
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_04.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0076,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,31.44
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_04.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0076,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,31.29
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_08.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0087,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,29.97
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_08.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0087,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,29.81
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_08.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0087,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,29.57
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_08.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0087,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,29.58
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_08.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0087,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,29.49
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_08.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0087,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,29.46
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_12.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0098,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,29.52
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_12.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0098,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,29.24
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_12.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0098,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,29.20
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_12.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0098,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,29.11
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_12.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0098,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,29.08
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_16.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0108,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,29.54
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_16.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0108,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,29.31
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_16.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0108,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,29.22
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_16.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0108,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,29.17
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\CEUS\med_16.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0108,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,29.19
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0022,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,39.44
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0022,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,39.39
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0022,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,39.41
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0022,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,39.47
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0022,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,39.57
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_41.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0022,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,39.72
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0021,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,38.06
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0021,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,37.87
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0021,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,37.55
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0021,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,37.92
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_43.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0021,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,37.71
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0020,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,35.03
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0020,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,35.45
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0020,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,34.44
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0020,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,34.83
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_45.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0020,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,35.07
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_47.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0019,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,30.36
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_47.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0019,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,30.03
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_47.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0019,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,29.32
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_47.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0019,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,30.09
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_47.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0019,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,29.50
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0018,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,21.17
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0018,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,20.95
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0018,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,21.19
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0018,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,20.88
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0018,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),5,20.74
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_50.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0018,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),6,19.69
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_53.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0017,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),1,24.70
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_53.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0017,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),2,24.60
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_53.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0017,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),3,24.55
C:\Users\Hanna\git\DicomAnalyzer\SampleFiles\DICOM 20251125\High\00_53.xls,I:\BUL Fam\Hanna\DICOM 20251125\IM_0017,CONCENTRATION SCURVE 20251124,11/24/2025,ROI 1 Echo Mean(dB),4,25.20
